req_id,requirement,label,reference_explanation
3106,"Walls that collect sunlight to heat my house, I spend less money on heat.",Energy,This requirement is classified as Energy because the walls collect sunlight to heat the house. This reduces the need for additional heating energy.
537,"my dishwasher to emit a beeping sound or text my phone when it is full and when the dishes are cleaned ,I can remember to turn on the dishwasher when it is full and to remember to turn it off when the dishes are cleaned to save energy and time",Energy,This requirement is classified as Energy because it notifies the user when the dishwasher is full and when the cleaning cycle is complete. This helps the user operate the dishwasher efficiently and avoid unnecessary energy use.
851,"A big tv in the attic that can move into whatever room I'm in, I could watch tv at any room.",Entertainment,This requirement is classified as Entertainment because it allows a television to move to whichever room the user is in. It enables the user to enjoy television content from anywhere in the home.
87,"my smart home to make recommendations when new movies come out that match my viewing habits, I will benefit from movie suggestions that I will probably enjoy..",Entertainment,This requirement is classified as Entertainment because it recommends new movies based on the user's viewing habits. It helps the user discover entertainment content they are likely to enjoy.
3014,"A toy collector, to sense toys on the floor and collect them.",Safety,This requirement is classified as Safety because it detects toys left on the floor and collects them automatically. This helps reduce the risk of accidents caused by tripping over toys.
1531,"My smart home to learn when I am not around and to turn off unnecessary items like TVs, coffeemaker, radio, etc., it will save me on electricity.",Energy,This requirement is classified as Energy because the smart home turns off unnecessary devices when the user is away. This reduces electricity consumption and saves energy.
365,"Lights that in front rooms turn on automatically, potential robbers are deterred thinking someone is home.",Safety,This requirement is classified as Safety because front room lights automatically turn on to make the home appear occupied. This helps discourage potential intruders.
1394,"device that plays music wirelessly from any device, Music and playlists can easily be listened to..",Entertainment,This requirement is classified as Entertainment because it enables wireless music playback from any device. It allows users to easily access and enjoy their music and playlists.
3057,"save time cleaning so automatic cleaner ,I spend moretime with kids",Energy,This requirement is classified as Energy because it automates cleaning tasks to reduce manual effort. This performs household work efficiently through automated operation.
2858,"My smart home to alert me when the children are not watching the proper television programs., I can supervise my children without needing to actually spend time with them..",Entertainment,This requirement is classified as Entertainment because it monitors the television programs being watched by children. It helps the user supervise entertainment content viewed within the home.
2932,"Smart washing machine, I just have to add the clothes and it washes, adds detergent and dries automatically when full.",Energy,"This requirement is classified as Energy because it automates washing, adding detergent, and drying when the machine is full. This performs laundry efficiently through automated operation."
1063,"to be alerted if there is no activity at my neighbor's house for a set extended period of time ,I can inquire after the wellbeing of my neighbors if they have not been active after an extended period",Safety,This requirement is classified as Safety because it alerts the user when there has been no activity at a neighbor's house for an extended period. This allows the user to check on the neighbor's well-being.
528,"water to turn off when I am brushing my teeth ,I don't have to do it",Energy,This requirement is classified as Energy because it automatically turns off the water while the user is brushing their teeth. This reduces unnecessary water consumption.
