req_id,requirements,label
1876,"air purifier, fresh air.",Health
1877,"tv that goes into the cieling, save space.",Safety
1878,"automatic door lock, don't need keys.",Safety
1879,"remote control of appliances, I can turn off appliances from the next room without getting up to save energy.",Energy
1880,"automatic window cleaner, so i don't need to.",Safety
1881,"motion sensors for outdoor lights, safety.",Safety
1882,"electricity saver, i can save electricity.",Energy
1884,"features to safely monitor my baby's vital signs, I can always know they are safe.",Safety
1885,"auto cleaning fridge, i don't have to.",Health
1886,"robot butler, he can take care of my light work.",Health
1888,"the air conditioner to learn my behavior, it can adapt to me, ensuring it uses the minimum amount of electricity based on my activity/schedule.",Energy
1889,"access to the home without keys, I don't have to hold onto multiple homeowner's keys. I can gain access to a home/certain rooms with just my phone..",Other
1890,"pool safety monitoring, I am alerted via cell phone if anyone goes near the pool to keep children safe.",Safety
1891,"lights that shut off when i leave the room, it will save electricty.",Energy
1892,"a dishwasher that washes dishes using less water, i can save money.",Energy
1893,"a video game console that shuts off at bed time, I can get my kid to school on time.",Entertainment
1894,"a doggy door that closes and locks when the dog is inside, other animals don't enter the home.",Safety
1895,"self-cleaning tub, I'll have less chores.",Health
1896,"A kitchen that can upload recipe requirements from my computer to my appliance, the stove will preheat itself, timers will be pre-set, and I'll save time preparing food..",Other
1897,"a fridge that gives healthy recomendations based on the food we have, my kid can eat better.",Health
1898,"Key fob that remotely locks or unlocks my front door., I never have to run back to jiggle the handle to make sure I locked up, and to make it easier to get in when my arms are full..",Safety
1899,"A screen in my home that lists all of my appliances and how much energy they consume, I can reduce my energy uses and lower my utility bills..",Energy
1900,"bug killing machine that counts how many bugs it has killed, I won't have to do it myself.",Health
1901,"a TV that turns itself off after I leave the room, it will save electricty.",Entertainment
1902,"toaster that will use less energy, i will save money.",Energy
1903,"a toilet that flushes itself a second time if there is extra poop, it won't leave stains.",Health
1904,"appliances that turn themselves off if the house detects that all occupants have left., I can safe energy and prevent dangerous mistakes like leaving the stove on..",Energy
1905,"a medicine box that includes an auto-dial options to re-order my birth control, I never forget to pick it up when I'm running low.",Health
1906,"a remote feeder, I can fill my pet's bowl from work or running late so they don't have to wait hungry..",Other
1907,"lights that I can adjust from my chair, I can continue to read without worry about eye strain.",Entertainment
1908,"a floor that counts how many steps I take a day, I can track my fitness around the house without any attachments.",Health
1909,"an encyclopedia I can speak directly to installed in my home, I can find out the answer to whatever question I'm wondering about without having to do the searching on my own..",Entertainment
1910,"fans around the house I can vocally activate, the air will be cleared out/better circulated.",Health
1911,"I want home thermostat to monitor my body temeprature, So I know when I I'm getting sick and beginning to run a fever..",Health
1912,"Home monitors to watch my movements, If I stop moving there will be an automatic 911 call made.",Health
1913,"Home outside monitors alert me if someone approaches my home, So I can be safe..",Safety
1914,"my computer to turn on automatically at 7am, I waste no time waiting on it..",Entertainment
1915,"Home monitors observe my activity and know when I am about to leave and have a Uber ready, Save time, just walk out and go..",Other
1916,"my smart home to track if my pet is inside or outside, I know where she is..",Safety
1917,"my referigator to tell me when I need to buy milk, butter and eggs, So I don't run out of milk, butter and eggs.",Other
1918,"my smart home to turn on music when the shower is running, don't have to remember to turn it on.",Entertainment
1919,"Home monitor tell me my home is locked after I leave, So I remember to lock my home..",Safety
1920,"the doors to lock when I'm gone from the house for 10 minutes, my house will be safe..",Safety
1921,"have all my electical appliances tell me how much electricity they are using and the cost, so I can save on electric costs.",Energy
1922,"my smart house to turn off my fans if I'm not in the room for 10 minutes, energy will be saved..",Energy
1923,"to be alerted when a window gets damaged, I know to check on it immediately.",Safety
1924,"Hot water heater automatical heat water to temperature I like for showering, Water for showering feels just right, no need for adjustment.",Health
1925,"alerts if my toddler is where she shouldn't be, I can make sure she is safe.",Health
1926,"Blinds automatical open with the sun rise and direction, Maximize ampunt of sunlight in home..",Health
1927,"my smart house to turn off the central air when I'm asleep, I conserve energy.",Energy
1928,"let me know what the temperature is outside, So I can dress for warm or cold..",Health
1929,"fragrance sprinkler near my cat's litterbox, that it will activate after my cat uses it, to keep the room smelling fresh..",Other
1930,"coffee container a lert me when I am running out of coffee, So I don't wake up and I am out of coffee.",Other
1931,"my smart home to alert me no discretely when someone pulls in, I can prepare or hide..",Safety
1932,"appliances alert me they are on before I leave, Make sure all appliances are turned off when I leave..",Safety
1933,"mirror let me know if I have missed a spot shaving, so I get a clean shave..",Health
1934,"to be alerted when when pet uses the doggie door, I know when it is outside or inside.",Health
1935,"to be alerted if my pet somehow escapes from the back yard, I can chase after it immediately.",Health
1936,"video monitoring security that records activity on my property, I can watch my property.",Safety
1937,"a smart house that monitors specific rooms with video at my command, I can keep watch on my small children.",Safety
1938,"a smart home that will sense when nobody is home and automatically adjust the temperature, I can conserve energy and save money.",Energy
1939,"a notification when a friend or relative stops by and I am not home, I can contact the person and inform them of my current whereabouts.",Safety
1940,"a smart house that calculates my current energy bill so far this month, I can budget accordingly.",Energy
1941,"smart home that integrates with every tv in each room to coordinate viewing, I can streamline my viewing experience.",Entertainment
1942,"a smart home that automatically opens and closes curtains and blinds, I can regulate the amount of heat and sunlight entering the house.",Energy
1943,"a smart home to alert me when the mail or packages are delivered, I can move them inside the house.",Safety
1945,"my smart home to notice and alert me any time a pet goes potty on the floor, the flooring can be cleaned quickly and not be ruined.",Other
1946,"my smart home to notify me when it has been more than 2 days since the litter has been changed, the litter box stays clean and doesn't get forgotten.",Other
1948,"my smart home to keep a relatively stable humidity factor, whether it means taking humidity out of the air, or adding it back in, my family will feel better..",Health
1950,"my smart home to notify me if there is too much dust in the air, dusting and vacuuming don't get put off due to busy lives.",Health
1951,"my smart home to notify me any time the liquor cabinet has been opened, I will know if my kids are trying to access it.",Safety
1952,"my smart home to notify me any time the gun cabinet is even touched, much less opened., my kids will be safe.",Safety
1953,"I want my smart home to play ""our song""  whenever I say the phrase ""It's nice to have a night alone without the kids"", My husband and I can smile and dance together.",Entertainment
1954,"my smart home to notify me wherever I am whenever someone gets in the pool, I can be aware of safety issues.",Safety
1956,"my smart phone to notify me 10 minutes before the Braves games begin and if I don't respond, automatically DVR the game, I don't miss a single game.",Entertainment
1958,"my smart home to be outfitted with solar panels, I can use green energy as much as possible.",Energy
1967,"my smart home to sync with package deliveries, so that the packages can be left at my door.",Other
1968,"hidden speakers wired throughout the house, music can follow me wherever I go.",Entertainment
1969,"a service that will tell me if someone is outside of my house, i can be safe.",Safety
1970,"video baby monitor, I can see the baby if its sleeping in another room.",Safety
1971,"My car to start warming up on my schedule, I don't have to do the remote start manually each workday morning..",Other
1972,"my walls to change different colors easily, i can be visually stimulated and perhaps listen to music with the lights on.",Entertainment
1973,"a sensor that will tell me if the house smells bad, i won't offend people and will always be fresh.",Health
1974,"automatic extra water heater, I have enough hot water for a morning shower.",Health
1975,"a feature that will power down unused items, i will save money and help the planet.",Energy
1976,"a fridge that monitors my supplies, I know what ingredients I have to work with.",Health
1977,"wall outlets to turn off power to idle applicances, appliances don't waste energy, lower bills.",Energy
1978,"my mattress to heat up at the same time my thermostat cools down, I can be warm when I go to bed.",Health
1979,"a chair that will cool me, i can play games without overheating.",Entertainment
1980,"my phone to signal when my team scores, I can be alerted to a change in score.",Entertainment
1981,"a closet that suggests outfits based on my preferences, I can get dressed faster in the morning.",Other
1982,"ability to automatically adjust solar panels throughout the day to get best energy production, I use less grid power.",Energy
1983,"an automatic door lock/unlock application, I can unlock/lock doors with a touch.",Safety
1984,"windows that dim automatically if a stranger is coming to the door, I can hide from solicitors and proselytizers.",Safety
1985,"a 360 roaming camera around my house, i can see what is going on without being there and it won't be just stationed in one corner.",Safety
1986,"alarm to tell me when air con filters need changing, inside air is better and use less energy.",Health
1987,"to know if there is wine in the fridge, I can know whether I need to stop at the store.",Entertainment
1988,"my smart home to sense when to and water my houseplants when they need it, i won't have to remember.",Other
1989,"a thermostat that monitors my sleeping and adjusts the temperature according to my sleep cycle, I can save money by having the heat go down when I am asleep but so that if I wake up I will be warmed up soon..",Energy
1990,"a button to press that will deliver groceries/pizza, I don't have to drive in traffic.",Entertainment
1991,"central vacuuming that turns on automatically but senses if someone's in the room first, I don't have to vacuum.",Other
1992,"ability to lock all doors and windows instantly (phone app or hot button), to keep occupants safe.",Safety
1993,"my smart home to automatically vacuum the floors daily while I am at work, the floors will always be clean.",Health
1994,"lightbulbs that adjust to my activity such as reading a book or watching a movie, I don't waste money on electricity when I don't need it but can see well enough when I do need it..",Energy
1995,"gutters that clean themselves, I don't have to get up on a ladder..",Other
1997,"a plant sensor that tells me when certain plants need watering, they don't die. I always end up killing them..",Other
1998,"a special chip on pet collar to know if pet is inside house or not, pet is safe.",Safety
2000,"my smart home to sense when my pet approaches the pet door and open for the pet to go out and come in, the pet door will not allow access to break ins but only allow my pets in and out.",Safety
2002,"ceiling fans to come on automatically, air will be circulated for constant temp and comfort.",Health
2003,"room for video games, i can play games all the time.",Entertainment
2004,"my smart home to sense my approach and start cooking my dinner, it will be ready shortly after I arrive home.",Other
2005,"my shower to turn on when my alarm goes off., My shower will be warm when I get up..",Energy
2006,"my radio to turn on when I go into the backyard, I can enjoy music when I am outside.",Entertainment
2007,"a back scratcher, for my cats.",Entertainment
2008,"my smart home to alert me if my hot water heater leaks, it doesn't cause water damage in my house or mold.",Safety
2009,"a medicine cabinent, i can keep my medicine organized..",Health
2010,"security cams to automatically record when strage movement happens at night, video of the matter can be obtained.",Safety
2011,"a treadmill, i can workout.",Health
2012,"smart home to sense when my car needs to be washed and wash it in the modified garage using recycled water, my car is always clean and water is not wasted.",Energy
2013,"the dishwasher to start when it's most efficient to use electricity, I can save on my bill.",Energy
2014,"sprinkler system, i can feel safe about fires.",Safety
2015,"my smart home to warn me about carbon monoxide levels in my living room, when the fireplace is used, it doesn't cause carbon monoxide poisoning.",Safety
2016,"safety locks, so my kids are safe.",Safety
2017,"watering system to get info from local weather stations, lawn watering can automatically adjust itself to local conditions and conserve water.",Energy
2018,"solar roof, i have efficient power.",Energy
2019,"gas stove, to save energy.",Energy
2020,"a sports room, i can appreciate sports.",Entertainment
2021,"my smarthome to automatically clean and sanitize my shower and bath at the end of the day, I will never have to clean the bathroom again.",Health
2022,"an art room, i can admire my collections.",Entertainment
2024,"a sound system, i can listen to music in other rooms.",Entertainment
2025,"to be able to tell how much heat or air conditioning is being lost from my apartment through non sealed areas, I can better control my energy bills.",Energy
2026,"intercom, i can hear my children in the other room.",Safety
2027,"automated feeding, my pet can be fed when im not here.",Other
2028,"my smart home to warn me when the garage door is left open, I don't forget to close it at night.",Safety
2029,"to know when my doors are locked remotely, I can notify my landlord to lock them.",Safety
2030,"my washing machine to sound when it's finished washing, I can put it in the dryer.",Energy
2031,"an audible warning when home power use begin to exceed a set maximum, occupants can learn to conserve energy better.",Energy
2033,"my smart home to include a closet that automatically pulls together my clothing outfit for each day on my voice command, I don't have to think about it.",Other
2034,"hot water sensor, i know if the water is too hot for my child.",Safety
2035,"my dryer to sound when the clothes are finished drying, I can take the clothes out when they are done.",Energy
2036,"an alarm that will detect leaks in the house, I can stay safe.",Safety
2037,"a notification when my trash is picked up, so i can bring in my barrels.",Other
2038,"to know the power consumption of provided appliances, I can replace the ones that use too much power.",Energy
2040,"my smart home to alert me if water is left on outside, I can save money on my water bill during the summer.",Energy
2041,"a monitor for meat and perishables in the fridge, nothing goes bad and makes us sick.",Safety
2042,"to know when there are dogs loose in the apartment complex, I can keep my pets safe.",Safety
2043,"Heated flooring to turn on an hour before I wake up, the floor won't be cold when I step on it.",Other
2044,"my christmas lights to go on at sunset, the house looks pretty.",Entertainment
2045,"an alarm that tells me if a baby is awake, I can check on it.",Safety
2046,"to be able to start my slow cooker or oven remotely, dinner is ready when I get home..",Other
2047,"A stove that responds to voice commands, I can pre-heat the oven without having to do it manually.",Other
2048,"my smart home to alert me if a window is left open, I don't forget to close them at night.",Safety
2049,"my fridge to tell me when I am running low on food, I can restock.",Other
2050,"my smart refrigerator to sense variations in temperature and alert me if maintenance will soon be required, I'm not caught with a broken fridge and lose all my food.",Health
2051,"RFid scanner for pet to enter house through doggie door, i dont have to open door.",Safety
2052,"to know the amount of time my vegetables have been in the fridge, I can use them all before they go bad.",Health
2053,"My windows to set an alarm if they are opened after a certain time when the alarm is set, I can be safe.",Safety
2054,"A stove the will move the racks automatically, I don't have to move them myself.",Energy
2055,"my tea to brew and be ready for my wakeup, it is ready.",Other
2056,"my drains to be automatically cleaned regularly, water doesn't back up.",Safety
2057,"my smart home to alert me if movement is detected outside, I can be safe at night from prowlers.",Safety
2058,"a television that automatically turns off after an hour, my child will stop watching television and do something else.",Entertainment
2059,"recipes featuring what i bought through instacart this week, i can make something delicious.",Other
2060,"to know the decibel level of my amp throughout my apartment, I know when they cops are coming..",Entertainment
2061,"my smart home to alert me when the mail is delivered, I don't have to watch for the mailman.",Other
2062,"to be able to control the humidity in my home, my strings stay in good condition.",Entertainment
2063,"my washer and dryer to automatically clean, dry , and fold the laundry, all I do is put it away.",Energy
2064,"my smart home to alert me when packages are left on my door step, nobody steals them.",Other
2065,"suggestions for recipes based on what's in my home, I can have new and interesting ideas at my fingertips.",Entertainment
2066,"a daily readout of utility useage per zone (kitchen, bathroom), I can learn how to save energy and lower bills.",Energy
2067,"my smart home to alert me if a freezer gets too warm, my food doesn't spoil.",Energy
2068,"music that turns on when I enter the room, I can hear music in whatever room I'm in, but turn it off in rooms I'm not in.",Entertainment
2069,"my smart home to alert me if an outside light is left on, I don't waste electricity.",Energy
2070,"my smart home to monitor the moisture levels in the soil throughout the yard and water only the plants that need it using water from a rain barreil system, no plant gets water unless it needs it.",Energy
2071,"a tv that remembers what each family member likes, I see my favorites, not the kids'.",Entertainment
2072,"a way to track each family member's energy use, we can compete to use the least.",Energy
2073,"to know when my child arrives home from school, I can have peace of mind knowing they're safe..",Safety
2074,"the refrigerator to shut off when the door is opened, I can save on electricity.",Energy
2075,"to be alerted when my child moves in their crib, I can check the monitor to ensure their safety..",Safety
2076,"to be alerted if my water usage goes over a predetermined amount, I can save money on the water bill and be more efficient..",Energy
2077,"Sockets that automatically cut off power supply if less than a certain voltage is being drawn, so that when pets chew wire, they're less likely to be electrocuted, my small pets can be safer from electrocution.",Safety
2078,"heated porch and sidewalk when forecast predicts 100% chance of snow, snow can be melted instead of shoveling, saving us time and energy. Also, snow can be cleared if homeowner on vacation.",Other
2079,"something to detect drafts near windows and doors, I can address the draft problem and be more energy efficient, and keep a warmer home..",Energy
2080,"an emergency autodialer that I can use with my voice, I can quickly call for help in an emergency..",Safety
2081,"Shower floor that beeps at a certain temperature, I can turn on the shower for it to heat up, and be alerted when the shower has warmed up even if I leave the room to do something.",Energy
2082,"to be alerted when my plants need more light, food or water, my plants don't die..",Other
2083,"A stove that can remotely disable my smoke alarm, when I set off the smoke alarm cooking, I can turn it off without leaving the stove (which itself is a fire hazard).",Safety
2084,"A water boiler that automatically defaults to Vacation Mode (and lowers the heat setting) if water has not been used for 3 days, when we leave suddenly for vacation, we are not wasting gas heating up water that wont be used.",Energy
2085,"my home to alert me when my pet leaves something behind on the floor, I am alerted to when I need to clean up to prevent odors..",Other
2086,"to be alerted of critters sneaking around at night, I know where to bait traps..",Health
2087,"crying specifically identified, I know when someone is hurt and needs me..",Safety
2088,"a remote activated package slot with camera that mailmen can use to drop packages in. Mailman can press a button, which video calls my phone. If I can confirm that it is the mailman, I'll remotely open the package drop for mailman to place package in, I don't need to worry about packages getting wet or stolen if I am not home to receive them.",Safety
2089,"a fridge that automatically knows what I put in it by scanning the barcodes of food and tells me what I have at the push of a button, I know what I have, and food does not go to waste.",Health
2090,"to know my internet connection status, I have a good signal constantly.",Entertainment
2091,"smart garbage can that scans barcodes of what I throw out, and if it is a regularly used product (paper towels, eggs, bread bag,) puts them on a the ""to buy""/grocery list so I wont forget, I will not forget to buy oft-used staples for the house.",Health
2092,"to know if my EV is charged fully or how much time is left for full charge, I know if I can take a trip yet.",Energy
2093,"motion detction in the garage, I know about intruders stealing my car..",Safety
2094,"A shower that automatically self sprays with an anti mildew solution after I exit the shower, I can clean it less often and prevent mildew growth.",Health
2095,"to know how much power is currently being consumed by appliance, I can adjust my power usage accordingly.",Energy
2096,"odor detection in the fridge, I can dispose of rotten food.",Health
2097,"a bathroom that automatically heats up when the humidity rises and after showers to dry the air and bathroom contents, my towels and the bathmat can be dried after I use the shower. Also prevents mold from growing.",Entertainment
2098,"to be able to see all rooms and outside of my home via cameras, am aware of what's happening around me.",Safety
2099,"underwater surveilance, i know when someone is taking a swim.",Safety
2100,"to be able to control my AC via my smart phone, I can save power and at the same time adjust a comfortable temperature before arriving home.",Energy
2101,"My refrigerator to tell me when I am low on foods I use often,, I will never run out.",Health
2102,"an invisibility code, I can walk around and avoid all detection.",Other
2103,"walls that can be set to reduce noise levels, you can be undisturbed by others noises..",Other
2104,"to have a sensor in the yard and on all the doors and windows, I can know if someone is trying to gain access to the house in the middle of the night..",Safety
2105,"to control my solar panel with my smartphone, I can make sure there is enough power for the night.",Energy
2106,"my work computer to turn on at a set time each day, I am never late logging in for work..",Other
2107,"to control all lights with my smartphone, I can conserve energy.",Energy
2108,"to be alerted if air quality in my home becomes poor, I can address the problem and be healthier..",Health
2109,"lock and unlock my front door via my smartphone, I dont have to hassle with key.",Safety
2110,"my tv to allow me to order food for delivery with my voice, it will make it easier for me to provide a meal for my family..",Other
2111,"smoke detectors that pop up with a map to fire extinguishers, in case of fire you know where to go and what extinguisher you want.",Safety
2112,"doors that automatically lock after a certain tim, my home is safer..",Safety
2113,"control my blinds with a remote, adjust the light coming in during the day and provide privacy at night.",Energy
2114,"A robot that I can program that will chase out animals when they are in my yard, I can keep my yard clean and free of animal waste..",Health
2115,"to be able to feed  my cat even when I am not home with an internet enabled feeder, he does not starve when I am away.",Safety
2116,"to monitor my smoke detectors via my smartphone, I am sure my home is safe.",Safety
2117,"A lock installed on the refrigerator that is voice activated, my daugher will stop opening and closing the doors and getting into things..",Safety
2118,"Storage bins that organize, fill and arrange themselves, my kids toys aren't scattered about to trip over..",Safety
2119,"My home to turn on the lights when I come home and turn off the ones I'm not using when I leave a room,, I can save on my energy bill..",Energy
2120,"My home to monitor my energy use and turn the thermostat up or down according to my preferences, I can save money on my gas bill..",Energy
2121,"my home to shake the beds of my two older kids to wake them up in the morning,, they will actually get up and not be late for school..",Other
2122,"an alert if a tv is turned on after 9 PM, I know if my kids are watching tv when not allowed..",Entertainment
2123,"the fridge to beep if it's left open, we don't waste energy..",Energy
2124,"my oven to tell me when something I am baking is done,, I won't leave the oven on too long and use too much power..",Energy
2125,"the lights to go off if there is movement in an hour, we can save energy.",Energy
2126,"the tv to turn on when I get home, I can immediatly have it to make me feel entertained.",Entertainment
2127,"the doors to automaticly lock after i enter or leave the house, I am reassured they always locked when I am home or not.",Safety
2128,"automatic dust elimination, the house does not accumulate excessive amounts of dust.",Health
2129,"the washing machine to judge how long it needs to run base on size of the load, I dont have to figure it out for myself.",Energy
2130,"smoke detectors that send a message to my phone if they go off when im not home, I know immediatly if anything happens.",Safety
2131,"timed meal preparation, nutritious meals are always available after a long day.",Health
2132,"teen child monitoring, I'm assured my child is home at appropriate hours.",Safety
2133,"an alarm to remind me remind me to eat at regular times, I can be healthier.",Health
2134,"voice recognized play list, I can speak my music desires and they will automatically play.",Entertainment
2135,"automatic toilet cleaner, The toilets are always immaculate with no intervention.",Health
2136,"my fridge to catalog what I put in it and create a menu plan, I eat a more balanced diet..",Health
2137,"a feature that alerts me the sites my child visits, I can monitor what they are doing.",Safety
2138,"mood smells, foods, nature, the home smells a certain way, based on my moods.",Health
2139,"automatic window cleaning, all window elements in home are always crystal clear.",Health
2140,"a perimeter alarm, I know when anyone has crossed into my property.",Safety
2141,"automatic car start up, automobile is toasty warm and defrosted during winter months.",Energy
2142,"wardrobe suggester, Appropriate wardrobe is chosen based on weather and ocassion.",Entertainment
2143,"special ocassion notifier, my husband is always reminded of special ocassions and events.",Entertainment
2144,"programmable sinks, I can choose the temperature of the water before turning the faucet on..",Other
2145,"a smart oven, the oven could let me know if somehting was being over cooked or when cook time was over via text or email.",Other
2146,"a pet activity monitor, I can use my phone to see where the dog is at anytime..",Safety
2147,"smart water meter, if a pipe springs a leak I'll know right away..",Safety
2148,"moveable content, my show or game would follow me from to screen to screen around the house.",Entertainment
2149,"house with an attractive voice, I will have social contact with no social pressure.",Entertainment
2150,"automatic food discpensers, I could feed my pets remotely.",Other
2151,"automatic windows, I could have the windows open to let fresh air from my phone.",Health
2152,"programmable locks, I can let my friends into my house without getting up.",Safety
2155,"my dvr, tv, and all networks (verizon, internet, and Netflix) to work seamlessly, I don't have to figure out what needs to be done to watch what I want.",Entertainment
2156,"my house to know when people come and go, I can know who is here and feel secure.",Safety
2157,"each room to feel comfortable, temperature and humidity wise, each room is comfortable.",Energy
2158,"my curtains and lights to adjust to morning, afternoon and evening, each room is inviting and energy efficient.",Energy
2159,"for my house to notify me if my dog is barking or being disruptive, it will not bother my neighbors.",Other
2160,"a fence that can let me know if the kids leave the yard, safety.",Safety
2161,"my house to help me know what I need for dinners, can be prepared to cook when I get home.",Other
2162,"my a/c and heater (or other appliances) to let me know when they need service or maintenance, I will not have repair issues (or less).",Energy
2163,"my toilets and sinks to clean themselves on a schedule, I will not have to clean them as often.",Other
2164,"my seasonal decorations to be able to be plugged in, I will not have to run extension cords all over the place.",Safety
2170,"A thermostat that turns on as I wake up, I am more comfortable in the morning.",Energy
2171,"An air conditioner that detects when my dog is in the room, My dog is comfortable.",Energy
2172,"Doors that lock after half an hour, I am safe.",Safety
2173,"Windows that lock, I feel safe.",Safety
2174,"An oven that shuts off when empty, my house keeps cooler..",Energy
2175,"Speakers wired into the walls that I can control my voice, So I can listen to music/tv while walking around the house.",Entertainment
2176,"lights that turn on when someone approaches, so that I can see people outside my home.",Safety
2177,"A doggy door that senses my dogs collar, Let my pet in and out without letting in other animals.",Safety
2178,"Lights that turn on as I unlock my door, I can feel more welcome as I come home.",Other
2179,"daily reminders, so that I don't forget things.",Other
2180,"improved security, I do not have to worry about a burglar..",Safety
2181,"an intelligent oven, I do not have worry about setting timers and the oven's temperature..",Other
2182,"to be alerted every time someone goes into my room, I know if someone is invading my privacy.",Other
2184,"to be able to watch the children from the kitchen, I can know that they're ok.",Safety
2185,"the TV to turn off when my laptop is on and vice versa, I can study better and focus on one thing at once.",Other
2186,"to be able to alert others about where the cat is, he doesn't run outside.",Safety
2187,"an automatic shower cleaner, I do not have to clean the drain and shower.",Health
2188,"a smart thermostat that bases the temperature on the temperature near me, I can maintain a perfect temperature..",Energy
2189,"to be alerted every time someone tries to use my computer, I know if someone is invading my privacy.",Other
2190,"an automatic food dispenser, I can feed my dog at the same time every day when I am not home.",Other
2192,"to be alerted when the delivery person is at my house, I can know when they get here.",Other
2193,"to be able to find shows similar to what I am looking to watch, I can avoid looking through every channel on the TV guide.",Entertainment
2194,"to be alerted every time the back door is left unlocked, I can lock it.",Safety
2195,"to be alerted every time I am talking too loudly at night, I can be quieter so my parents can sleep.",Other
2197,"windows that automatically open and close, I can adjust them when I am not home if it is raining, etc..",Other
2198,"The shower to begin on a voice command, it can reach the proper temperature before I enter it..",Health
2199,"to be alerted every time my children get into the sweets, I can stop them from overeating.",Health
2200,"an automatic fireplace lighter, I do not have to waste time with matches.",Entertainment
2201,"to be alerted every time my outside cat comes to the door to be fed, I can feed him.",Other
2202,"sensors in the driveway that detect car movement, I will be alerted if my car is stolen.",Safety
2204,"advance notice, I can tell that parents/guardians are coming home and that the door unlocking at any other time could potentially be dangerous..",Safety
2205,"to be alerted every time it's being used, I can plan.",Other
2207,"lights to change color, I can express my creativity..",Entertainment
2208,"My doors to sense automatically when my smart phone is within a certain distance from the front door and unlock themselves., I don't have to use a key anymore..",Energy
2209,"the floors to heat up on cold mornings, I can be warm..",Health
2210,"my smart home to let me know when my kids put something they shouldn't in the toilet., I don't have to call a plumber!.",Other
2211,"an alert when someone is near the pool, I can be attentive..",Safety
2212,"My home thermostat to automatically adjust to my body temperature, I don't ever have to adjust the temperature up or down.",Energy
2213,"Christmas lights to be set on a timer, I can save energy..",Energy
2214,"my smart home to start my coffee when my alarm goes off., I will have hot coffee and not have to worry about resetting the timer on the coffeepot every night..",Other
2215,"To be able to remotely turn my consoles on a stream my games to any tv in my house, I can game anywhere.",Entertainment
2216,"my smart home to let me know if I left the oven on, the house does not burn down.",Safety
2217,"wi-fi to turn off at a certain hour, children get off their devices.",Entertainment
2218,"My refrigerator to notify me when an object has been inside more than four days, Less food goes to waste and things get thrown out or used before they spoil.",Health
2219,"my smart home to fully power down any device that is not in use for more than 30 minutes., I can save electricity..",Energy
2220,"the outlet to be shut if not a certain amount of wattage has moved through in predetermine time, save energy from phantom drain.",Energy
2221,"Automatic flushing toilet, I wont have to flush potentially spreading germs as I touch the handle.",Health
2222,"kitchen which tracks supplies by weight, it can remind me when I'm getting low on items..",Other
2223,"my smart home to tell me if the garage door is open or closed, I know if the house is secure.",Safety
2224,"appliances to not turn on when I am not home, fires cannot start..",Safety
2225,"My shower to notify me when there is no hot water left in the hot water heater or approximately how many minutes of hot shower time I have., I don't have to suffer through a cold shower and I know how long I need to wait..",Energy
2226,"a refigerator that can tell me when my store bought food will expire, to reduce possible contamination and negating having to check.",Health
2227,"alerts, I can tell if too much energy is being expended..",Energy
2228,"my smart home to respond to voice commands to open or close the garage door, I don't have to go and close it at night, if it's open.",Safety
2229,"the smarthome to assess the temperature outside and adjust the inside temperature appropriately, I can feel more comfortable when the weather changes quickly..",Energy
2230,"my smart home to text me when my kids come home from school, I know they're safe.",Safety
2231,"the door bell to have an option send a text message rather than ring, I do not wake other people asleep in the house when someone comes to the door.",Entertainment
2232,"a smarthome to alert me when a young child upstairs is too close to the stairs, my child stays safer and I can have more peace of mind.",Safety
2233,"blue light from electronics to be reduced after the sun goes down, I can sleep better at night..",Health
2234,"my smart home to automatically shut off all video games after 45 minutes of play, my son doesn't sit there all day and play games while I'm working.",Entertainment
2235,"the rooms to be pre-heated or cooled when more energy is usually available, it is cheaper to cool or heat the house during high energy usage hours..",Energy
2236,"an alert when someone comes to the door, I can see who is there..",Safety
2237,"smarthome feature that alerts me when any medium or large animals are near my house outside, I can feel safer when I let my small dogs out at night.",Safety
2238,"my smart home to let me know when I'm running low on pantry and refrigerator staples, I will have a list ready when I go to the store.",Other
2239,"Kitchen that can produce recipes based on the food I have bought from the store, I can try new foods.",Entertainment
2240,"an alarm on my door, I can tell if my annoying brother or sister tries to come in my room..",Entertainment
2241,"smarthome feature that turns on preselected music/news/audiobook/etc. when I turn the shower on, I can easily enjoy something to keep my attention while taking a shower..",Entertainment
2242,"an alert when someone is near the stairs, I can be attentive..",Safety
2243,"Soft lights on the floors of hallways at night, I am not blind trying to vemture anywhere in house at night with the lights off.",Safety
2244,"My washer and dryer to alert me on my smart phone or through my smart home when a laundry cycle is done, I automatically know when to change my clothes over even if I'm in a different part of the house or even somewhere outside..",Energy
2245,"a bath tub that can sense the present temperature of the water in it, one can see if the tub is too hot or to cold, and alert me accordingly.",Safety
2246,"smart features attached to appliances such as the oven, microwave, gun safes, children would not be able to access their functions without voice commands provided by parents..",Safety
2247,"feature where the smarthome sends an alert to my smartphone when the laundry is almost done, I can quickly take the clothes out while still warm.",Energy
2248,"smarthome feature that closes the blinds in my bedroom when it gets lighter outside, then opens them back up at a certain wake-up time, I can leave my blinds open to see the sky as I go to sleep but won't be woken by early morning sunlight, but will get the sunlight when I should wake up..",Health
2249,"automatic windows, the home gets fresh air when the weather is suitable for windows to be open..",Health
2250,"To be able to start up and track any and all appliances in my house from my smart phone including turning on or adjusting the heat on the stove, operating the washer, dryer, shower, microwave, etc., I can manage my time better. I.E. I'm in a different part of the house and I hear a pot on the stove boiling over, I can turn it down to a low setting..",Energy
